id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source,is_add_to_cart,is_order_placed
38437,11/15/2020 18:21,android,B66172,D9623,B10374,facebook,TRUE,TRUE
31892,11/15/2020 15:54,android,B66224,G5779,B11561,google,,
5022,11/15/2020 1:51,android,B66238,D0403,C1941,google,,
5065,11/15/2020 1:52,android,B66238,D0403,C1941,YOUTUBE,TRUE,TRUE
4999,11/15/2020 1:50,android,B66238,D0403,D1874,linkedin,,
5041,11/15/2020 1:51,android,B66238,D0403,D1874,youtube,,
5097,11/15/2020 1:53,android,B66238,D0403,I2691,linkedin,TRUE,
37705,11/15/2020 18:08,android,B66247,I0294,B06866,facebook,TRUE,TRUE
5014,11/15/2020 1:50,android,B6646,G8784,B05243,Youtube,,TRUE
4898,11/15/2020 1:45,android,B6646,G8784,B08691,google,TRUE,TRUE
4969,11/15/2020 1:48,android,B6646,G8784,B13647,GOOGLE,,TRUE
4996,11/15/2020 1:49,android,B6646,G8784,B13647,google,,
4976,11/15/2020 1:48,android,B6646,G8784,D9696,GOOGLE,TRUE,TRUE
34185,11/15/2020 16:47,android,B66499,I3967,B12842,FACEBOOK,,TRUE
34258,11/15/2020 16:49,android,B66499,I3967,B5426,FACEBOOK,TRUE,TRUE
35008,11/15/2020 17:07,android,B66499,I3967,B5426,Youtube,TRUE,TRUE
33035,11/15/2020 16:20,android,B66499,I3967,B683,Google,,TRUE
32826,11/15/2020 16:13,android,B66499,I3967,C6985,Youtube,,
32697,11/15/2020 16:10,android,B66499,I3967,E337,Google,TRUE,TRUE
34362,11/15/2020 16:51,android,B66499,I3967,F1839,FACEBOOK,TRUE,TRUE
34406,11/15/2020 16:53,android,B66499,I3967,F1839,linkedin,TRUE,
34463,11/15/2020 16:54,android,B66499,I3967,F1839,linkedin,,
34816,11/15/2020 17:02,android,B66499,I3967,F1839,LinkedIn,,
34992,11/15/2020 17:07,android,B66499,I3967,F1839,YOUTUBE,,TRUE
35051,11/15/2020 17:08,android,B66499,I3967,F1839,FACEBOOK,,
35073,11/15/2020 17:09,android,B66499,I3967,F1839,Youtube,,TRUE
35087,11/15/2020 17:09,android,B66499,I3967,F1839,linkedin,,TRUE
35101,11/15/2020 17:10,android,B66499,I3967,F1839,Youtube,TRUE,TRUE
33029,11/15/2020 16:20,android,B66499,I3967,F2345,facebook,,TRUE
33309,11/15/2020 16:27,android,B66499,I3967,F5684,FACEBOOK,TRUE,
33422,11/15/2020 16:29,android,B66499,I3967,F5684,YOUTUBE,,TRUE
33125,11/15/2020 16:22,android,B66499,I3967,F8012,Youtube,,
33146,11/15/2020 16:23,android,B66499,I3967,F8012,Youtube,TRUE,TRUE
33965,11/15/2020 16:42,android,B66499,I3967,F8699,Youtube,,
33769,11/15/2020 16:37,android,B66499,I3967,G2804,GOOGLE,,TRUE
32985,11/15/2020 16:19,android,B66499,I3967,G8638,FACEBOOK,TRUE,
33005,11/15/2020 16:19,android,B66499,I3967,G8638,Google,,
33400,11/15/2020 16:29,android,B66499,I3967,H6840,youtube,,TRUE
33471,11/15/2020 16:30,android,B66499,I3967,H6840,google,,
26407,11/15/2020 13:46,android,B66531,G9930,B21373,Google,TRUE,
26737,11/15/2020 13:54,android,B66531,G9930,B6475,google,TRUE,TRUE
45622,11/15/2020 20:35,android,B66537,B0924,B03502,FACEBOOK,,TRUE
45669,11/15/2020 20:36,android,B66537,B0924,H8587,GOOGLE,TRUE,TRUE
24355,11/15/2020 12:50,android,B66672,D6176,B907,FACEBOOK,,
46906,11/15/2020 20:54,android,B66752,H5542,B10374,Youtube,,
34409,11/15/2020 16:53,android,B66816,F6764,B31433,facebook,TRUE,
26309,11/15/2020 13:43,android,B66877,I270,D5963,facebook,TRUE,TRUE
18832,11/15/2020 10:39,android,B66906,J890,B18128,facebook,,
18779,11/15/2020 10:37,android,B66906,J890,B32189,facebook,,
18923,11/15/2020 10:41,android,B66906,J890,B816,google,TRUE,
40350,11/15/2020 19:02,android,B66936,D6001,B13763,youtube,,TRUE
11279,11/15/2020 8:04,android,B66960,E3148,E1184,GOOGLE,TRUE,TRUE
7219,11/15/2020 4:52,android,B67000,D6357,B4748,LinkedIn,,
26097,11/15/2020 13:39,android,B67003,H2979,B12835,YOUTUBE,TRUE,
25884,11/15/2020 13:33,android,B67003,H2979,B17580,Youtube,,
25972,11/15/2020 13:35,android,B67003,H2979,B17580,google,,TRUE
26297,11/15/2020 13:43,android,B67003,H2979,B17580,facebook,TRUE,
26240,11/15/2020 13:42,android,B67003,H2979,B286,google,,TRUE
26168,11/15/2020 13:40,android,B67003,H2979,D4849,GOOGLE,TRUE,TRUE
26187,11/15/2020 13:41,android,B67003,H2979,D701,FACEBOOK,TRUE,
26034,11/15/2020 13:37,android,B67003,H2979,E7850,Youtube,,
26002,11/15/2020 13:36,android,B67003,H2979,H5026,YOUTUBE,TRUE,
26079,11/15/2020 13:38,android,B67003,H2979,H5026,YOUTUBE,TRUE,TRUE
26091,11/15/2020 13:38,android,B67003,H2979,H5026,youtube,,
26133,11/15/2020 13:39,android,B67003,H2979,H8922,Google,TRUE,TRUE
25827,11/15/2020 13:32,android,B67003,H2979,I9577,linkedin,TRUE,
26166,11/15/2020 13:40,android,B67003,H2979,J3240,Google,,
26074,11/15/2020 13:38,android,B67003,H2979,J8983,YOUTUBE,TRUE,
26279,11/15/2020 13:43,android,B67003,H2979,J9597,facebook,,
19690,11/15/2020 10:58,android,B67013,B0482,B24676,google,TRUE,
19305,11/15/2020 10:49,android,B67013,B0482,C1137,youtube,TRUE,
19504,11/15/2020 10:54,android,B67013,B0482,C4920,youtube,,
19817,11/15/2020 11:01,android,B67013,B0482,C7765,linkedin,,
19986,11/15/2020 11:04,android,B67013,B0482,F1676,Google,TRUE,
32843,11/15/2020 16:14,android,B67054,G6459,B21166,youtube,,
32879,11/15/2020 16:15,android,B67054,G6459,B21166,google,,
7891,11/15/2020 5:57,android,B67056,J134,B19174,YOUTUBE,TRUE,TRUE
8054,11/15/2020 6:10,android,B67056,J134,B7419,Google,TRUE,
8091,11/15/2020 6:12,android,B67056,J134,C677,LinkedIn,TRUE,TRUE
8094,11/15/2020 6:12,android,B67056,J134,C677,Google,TRUE,TRUE
7886,11/15/2020 5:56,android,B67056,J134,C6909,google,,
7971,11/15/2020 6:05,android,B67056,J134,C7439,facebook,TRUE,TRUE
8007,11/15/2020 6:07,android,B67056,J134,C9291,google,,TRUE
7931,11/15/2020 6:02,android,B67056,J134,E781,Google,TRUE,
7906,11/15/2020 5:58,android,B67056,J134,G131,YOUTUBE,TRUE,
7881,11/15/2020 5:56,android,B67056,J134,H110,LinkedIn,,
7865,11/15/2020 5:55,android,B67056,J134,H1978,google,,
7925,11/15/2020 6:01,android,B67056,J134,H2584,LinkedIn,TRUE,
7860,11/15/2020 5:54,android,B67056,J134,H6895,GOOGLE,TRUE,TRUE
7953,11/15/2020 6:04,android,B67056,J134,I7006,linkedin,TRUE,TRUE
7934,11/15/2020 6:02,android,B67056,J134,I9810,youtube,,
13113,11/15/2020 8:50,android,B67086,B3601,B20524,LinkedIn,TRUE,TRUE
13035,11/15/2020 8:48,android,B67086,B3601,I8013,linkedin,,
39988,11/15/2020 18:54,android,B67150,I0612,B13763,facebook,TRUE,TRUE
42329,11/15/2020 19:36,android,B67164,H4932,B01121,google,TRUE,TRUE
42135,11/15/2020 19:34,android,B67164,H4932,B0379,GOOGLE,,TRUE
41946,11/15/2020 19:31,android,B67164,H4932,E0001,YOUTUBE,,
8135,11/15/2020 6:15,android,B67189,I3300,B0379,GOOGLE,,
8033,11/15/2020 6:09,android,B67189,I3300,D4482,linkedin,TRUE,TRUE
8276,11/15/2020 6:22,android,B67189,I3300,H9225,YOUTUBE,TRUE,
8318,11/15/2020 6:24,android,B67189,I3300,H9225,YOUTUBE,TRUE,TRUE
8398,11/15/2020 6:28,android,B67189,I3300,H9225,FACEBOOK,,
8264,11/15/2020 6:21,android,B67189,I3300,I9373,facebook,,
19592,11/15/2020 10:56,android,B67226,H0902,B03394,LinkedIn,,TRUE
19770,11/15/2020 11:00,android,B67226,H0902,B08838,YOUTUBE,,TRUE
19744,11/15/2020 10:59,android,B67226,H0902,H3211,GOOGLE,TRUE,
27028,11/15/2020 14:01,android,B67300,F8614,J9563,GOOGLE,,
28486,11/15/2020 14:40,android,B67315,H919,B528,Google,,
7037,11/15/2020 4:36,android,B67466,I1989,B08691,Youtube,TRUE,TRUE
6938,11/15/2020 4:23,android,B67466,I1989,B30211,FACEBOOK,,TRUE
6948,11/15/2020 4:25,android,B67466,I1989,B8299,YOUTUBE,TRUE,
6971,11/15/2020 4:28,android,B67466,I1989,B8299,facebook,,
6992,11/15/2020 4:30,android,B67466,I1989,B8299,youtube,TRUE,
7096,11/15/2020 4:42,android,B67466,I1989,C1519,Youtube,,
7087,11/15/2020 4:41,android,B67466,I1989,E0651,LinkedIn,,
6919,11/15/2020 4:21,android,B67466,I1989,G5054,google,,TRUE
6929,11/15/2020 4:22,android,B67466,I1989,G5054,google,,TRUE
6941,11/15/2020 4:24,android,B67466,I1989,G5054,GOOGLE,TRUE,TRUE
6963,11/15/2020 4:27,android,B67466,I1989,G5054,linkedin,,
6973,11/15/2020 4:29,android,B67466,I1989,G5054,google,,
6976,11/15/2020 4:29,android,B67466,I1989,G5054,Youtube,,TRUE
6979,11/15/2020 4:29,android,B67466,I1989,G5054,FACEBOOK,TRUE,
6989,11/15/2020 4:30,android,B67466,I1989,G6428,youtube,,TRUE
7081,11/15/2020 4:40,android,B67466,I1989,J8228,facebook,TRUE,
15261,11/15/2020 9:33,android,B67507,B9249,I4658,Youtube,TRUE,TRUE
15564,11/15/2020 9:39,android,B67507,B9249,I4658,linkedin,TRUE,
29379,11/15/2020 15:01,android,B67553,D9455,D834,linkedin,TRUE,
29492,11/15/2020 15:03,android,B67553,D9455,F0239,youtube,,
33843,11/15/2020 16:39,android,B67565,H7847,B3405,GOOGLE,TRUE,
33783,11/15/2020 16:37,android,B67565,H7847,J0430,youtube,TRUE,TRUE
34189,11/15/2020 16:47,android,B67565,H7847,J6740,youtube,TRUE,TRUE
33285,11/15/2020 16:26,android,B67612,C7275,B4748,FACEBOOK,,TRUE
34490,11/15/2020 16:55,android,B67612,C7275,B4748,linkedin,TRUE,
21183,11/15/2020 11:31,android,B67614,I830,B23637,facebook,,TRUE
21292,11/15/2020 11:33,android,B67614,I830,B23637,YOUTUBE,,
21341,11/15/2020 11:34,android,B67614,I830,B32031,google,,TRUE
26046,11/15/2020 13:37,android,B67635,I8874,H9235,linkedin,TRUE,TRUE
26475,11/15/2020 13:47,android,B67635,I8874,I6868,YOUTUBE,,
26556,11/15/2020 13:50,android,B67635,I8874,I6868,YOUTUBE,TRUE,
41746,11/15/2020 19:28,android,B67736,C1382,B02065,youtube,,TRUE
41971,11/15/2020 19:31,android,B67736,C1382,B27603,google,,TRUE
41689,11/15/2020 19:27,android,B67736,C1382,H3972,youtube,,TRUE
42009,11/15/2020 19:32,android,B67736,C1382,H3972,google,,
42123,11/15/2020 19:34,android,B67736,C1382,H3972,facebook,TRUE,TRUE
35202,11/15/2020 17:12,android,B67744,G9096,B01282,youtube,TRUE,TRUE
35387,11/15/2020 17:16,android,B67744,G9096,B01282,GOOGLE,,TRUE
35452,11/15/2020 17:17,android,B67744,G9096,G3844,LinkedIn,,
35449,11/15/2020 17:17,android,B67744,G9096,G7703,YOUTUBE,,
35497,11/15/2020 17:18,android,B67744,G9096,G7703,youtube,,
33577,11/15/2020 16:33,android,B67749,D2906,B17025,LinkedIn,TRUE,
33723,11/15/2020 16:36,android,B67749,D2906,B5426,YOUTUBE,,TRUE
33778,11/15/2020 16:37,android,B67749,D2906,D21,GOOGLE,TRUE,TRUE
33600,11/15/2020 16:33,android,B67749,D2906,F1839,Google,TRUE,TRUE
33659,11/15/2020 16:35,android,B67749,D2906,I0705,LinkedIn,TRUE,TRUE
33697,11/15/2020 16:35,android,B67749,D2906,J9126,Youtube,,
38058,11/15/2020 18:13,android,B67762,B0684,H1406,linkedin,,TRUE
34026,11/15/2020 16:43,android,B67930,E7527,B30778,Google,,
34046,11/15/2020 16:43,android,B67930,E7527,C5346,google,,
47022,11/15/2020 20:55,android,B68211,C8548,B04035,FACEBOOK,,TRUE
46993,11/15/2020 20:55,android,B68211,C8548,D1143,facebook,TRUE,TRUE
46173,11/15/2020 20:44,android,B68211,C8548,E436,youtube,TRUE,
46487,11/15/2020 20:49,android,B68211,C8548,E436,YOUTUBE,TRUE,TRUE
46603,11/15/2020 20:50,android,B68211,C8548,E436,facebook,TRUE,TRUE
47153,11/15/2020 20:57,android,B68211,C8548,E436,Google,,
46313,11/15/2020 20:46,android,B68211,C8548,F5096,LinkedIn,,TRUE
46344,11/15/2020 20:47,android,B68211,C8548,H6404,google,TRUE,
46606,11/15/2020 20:50,android,B68211,C8548,H6404,GOOGLE,,
47151,11/15/2020 20:57,android,B68211,C8548,H6404,youtube,,TRUE
46861,11/15/2020 20:53,android,B68211,C8548,I860,linkedin,,
47051,11/15/2020 20:56,android,B68211,C8548,I860,linkedin,,
3632,11/15/2020 1:05,android,B68277,H6786,E25,linkedin,,TRUE
37911,11/15/2020 18:11,android,B6829,I4460,B13763,LinkedIn,,
4368,11/15/2020 1:25,android,B68293,I1097,E7822,LinkedIn,TRUE,
4870,11/15/2020 1:43,android,B68293,I1097,E7822,youtube,,
4895,11/15/2020 1:45,android,B68293,I1097,E7822,Youtube,TRUE,TRUE
4843,11/15/2020 1:42,android,B68293,I1097,E7863,google,TRUE,TRUE
4775,11/15/2020 1:39,android,B68293,I1097,F6922,Google,,TRUE
4745,11/15/2020 1:38,android,B68293,I1097,H9252,FACEBOOK,,TRUE
26823,11/15/2020 13:56,android,B68316,E7965,C0179,LinkedIn,TRUE,
26867,11/15/2020 13:57,android,B68316,E7965,F1757,google,,TRUE
27224,11/15/2020 14:06,android,B68316,E7965,F6618,facebook,,TRUE
26221,11/15/2020 13:42,android,B68316,E7965,F8940,google,,TRUE
40671,11/15/2020 19:09,android,B68426,D5438,B13763,facebook,,
33354,11/15/2020 16:28,android,B68443,B317,B3410,YOUTUBE,TRUE,TRUE
32901,11/15/2020 16:16,android,B68443,B317,C2863,google,TRUE,TRUE
33258,11/15/2020 16:25,android,B68443,B317,C2863,YOUTUBE,,TRUE
32953,11/15/2020 16:18,android,B68443,B317,C546,youtube,TRUE,TRUE
33369,11/15/2020 16:28,android,B68443,B317,D1202,FACEBOOK,,
33282,11/15/2020 16:26,android,B68443,B317,H6109,YOUTUBE,,TRUE
33019,11/15/2020 16:19,android,B68443,B317,I1131,facebook,TRUE,
33561,11/15/2020 16:32,android,B68443,B317,I1131,YOUTUBE,,TRUE
32917,11/15/2020 16:17,android,B68443,B317,I6831,Youtube,,
32962,11/15/2020 16:18,android,B68443,B317,J0523,Youtube,TRUE,TRUE
32868,11/15/2020 16:15,android,B68443,B317,J9955,google,,
7626,11/15/2020 5:33,android,B68488,H915,B10662,Youtube,TRUE,TRUE
7646,11/15/2020 5:35,android,B68488,H915,C8532,Youtube,,
7664,11/15/2020 5:36,android,B68488,H915,D7250,GOOGLE,,
8910,11/15/2020 6:49,android,B68493,H0160,B05158,Google,,
8725,11/15/2020 6:41,android,B68493,H0160,B08274,Google,,
9194,11/15/2020 7:01,android,B68493,H0160,B10399,facebook,,TRUE
9245,11/15/2020 7:03,android,B68493,H0160,B19830,Google,,TRUE
8834,11/15/2020 6:45,android,B68493,H0160,H9819,GOOGLE,,
8777,11/15/2020 6:43,android,B68493,H0160,J9270,YOUTUBE,,
401,11/15/2020 0:05,android,B68560,I5182,C6321,YOUTUBE,TRUE,
465,11/15/2020 0:06,android,B68560,I5182,C8589,facebook,,
715,11/15/2020 0:10,android,B68560,I5182,C8589,GOOGLE,TRUE,
245,11/15/2020 0:03,android,B68560,I5182,I1275,FACEBOOK,TRUE,
619,11/15/2020 0:09,android,B68560,I5182,I432,FACEBOOK,TRUE,
36,11/15/2020 0:00,android,B68560,I5182,I4794,FACEBOOK,TRUE,
726,11/15/2020 0:10,android,B68560,I5182,I4794,youtube,,
39949,11/15/2020 18:54,android,B68612,E2760,B13763,Google,TRUE,TRUE
18352,11/15/2020 10:28,android,B6863,C4976,I3311,facebook,TRUE,TRUE
18190,11/15/2020 10:26,android,B6863,C4976,J3947,YOUTUBE,TRUE,TRUE
29759,11/15/2020 15:09,android,B6865,G776,I2086,google,,TRUE
31768,11/15/2020 15:51,android,B68869,C4833,B27900,YOUTUBE,TRUE,
547,11/15/2020 0:08,android,B69066,I994,B13279,google,,TRUE
732,11/15/2020 0:10,android,B69066,I994,B13279,FACEBOOK,,
836,11/15/2020 0:12,android,B69066,I994,C4853,google,TRUE,
49977,11/15/2020 21:39,android,B6909,E1010,J5847,facebook,TRUE,
221,11/15/2020 0:02,android,B69104,I0908,D0354,YOUTUBE,,
37464,11/15/2020 18:04,android,B69107,F632,D7259,linkedin,,TRUE
37366,11/15/2020 18:03,android,B69107,F632,H1978,LinkedIn,TRUE,TRUE
27219,11/15/2020 14:06,android,B69198,F8406,F4127,linkedin,TRUE,TRUE
11547,11/15/2020 8:11,android,B69255,D2233,B02637,google,TRUE,TRUE
11341,11/15/2020 8:06,android,B69255,D2233,D0425,Google,,
11619,11/15/2020 8:13,android,B69255,D2233,F2173,facebook,TRUE,
313625,11/20/2020 11:06,iphone,B69287,B0419,B4546,YOUTUBE,TRUE,TRUE
313767,11/20/2020 11:09,iphone,B69287,B0419,B4546,GOOGLE,TRUE,TRUE
313648,11/20/2020 11:07,iphone,B69287,B0419,C8729,linkedin,TRUE,TRUE
313497,11/20/2020 11:04,iphone,B69287,B0419,I860,Google,,TRUE
8221,11/15/2020 6:19,android,B69333,E5757,B2208,LinkedIn,,TRUE
8179,11/15/2020 6:17,android,B69333,E5757,D9095,google,,TRUE
918,11/15/2020 0:13,android,B69388,B3231,B11561,youtube,,TRUE
1326,11/15/2020 0:20,android,B69388,B3231,B11561,linkedin,TRUE,TRUE
864,11/15/2020 0:12,android,B69388,B3231,I1502,LinkedIn,TRUE,TRUE
22149,11/15/2020 11:52,android,B69390,B9886,H3972,GOOGLE,,
31957,11/15/2020 15:55,android,B69480,B8734,D2994,YOUTUBE,,TRUE
25358,11/15/2020 13:19,android,B69485,E0154,B05297,GOOGLE,TRUE,TRUE
25121,11/15/2020 13:12,android,B69485,E0154,B13763,Google,,TRUE
25169,11/15/2020 13:13,android,B69485,E0154,B13763,GOOGLE,,
25200,11/15/2020 13:14,android,B69485,E0154,B13763,linkedin,,
25300,11/15/2020 13:17,android,B69485,E0154,B27408,GOOGLE,,
25502,11/15/2020 13:23,android,B69485,E0154,G6887,Youtube,,
31206,11/15/2020 15:41,android,B69496,D4900,B30778,FACEBOOK,TRUE,
31244,11/15/2020 15:41,android,B69496,D4900,B30778,LinkedIn,,
31168,11/15/2020 15:40,android,B69496,D4900,C5346,YOUTUBE,,TRUE
31222,11/15/2020 15:41,android,B69496,D4900,C5346,linkedin,,
31303,11/15/2020 15:42,android,B69496,D4900,E1656,GOOGLE,TRUE,TRUE
31323,11/15/2020 15:43,android,B69496,D4900,E1656,Google,,TRUE
20474,11/15/2020 11:14,android,B69572,E0053,F9680,GOOGLE,TRUE,
20582,11/15/2020 11:17,android,B69572,E0053,F9680,LinkedIn,TRUE,TRUE
2700,11/15/2020 0:42,android,B69637,H3726,B25578,youtube,,TRUE
46037,11/15/2020 20:42,android,B69641,D3183,B23325,YOUTUBE,,TRUE
16094,11/15/2020 9:49,android,B69646,E9263,B0383,LinkedIn,,
20204,11/15/2020 11:08,android,B69685,G9321,B12936,facebook,,
19890,11/15/2020 11:02,android,B69685,G9321,B14877,linkedin,,
20017,11/15/2020 11:05,android,B69685,G9321,D1139,facebook,TRUE,
19927,11/15/2020 11:03,android,B69685,G9321,D3053,Google,TRUE,
32892,11/15/2020 16:16,android,B69745,G4650,E3629,YOUTUBE,TRUE,
21622,11/15/2020 11:41,android,B69864,F6046,B0696,linkedin,,TRUE
38202,11/15/2020 18:16,android,B69970,C6499,B3552,linkedin,,TRUE
38254,11/15/2020 18:18,android,B69970,C6499,C9726,facebook,,
20747,11/15/2020 11:21,android,B7,C6904,F413,linkedin,,
24480,11/15/2020 12:54,android,B70022,H8710,E0001,FACEBOOK,,TRUE
24492,11/15/2020 12:54,android,B70022,H8710,E0001,facebook,,TRUE
8355,11/15/2020 6:26,android,B70024,J908,B03394,google,TRUE,
8283,11/15/2020 6:22,android,B70024,J908,G6281,Google,TRUE,
85,11/15/2020 0:00,android,B70028,B2062,E337,Google,,
929,11/15/2020 0:14,android,B70118,G9652,H5754,YOUTUBE,TRUE,TRUE
19041,11/15/2020 10:43,android,B70290,G6164,B07464,YOUTUBE,TRUE,TRUE
19136,11/15/2020 10:45,android,B70290,G6164,B26568,facebook,,
19329,11/15/2020 10:49,android,B70290,G6164,B26568,facebook,TRUE,
19243,11/15/2020 10:47,android,B70290,G6164,C5482,Youtube,TRUE,
19245,11/15/2020 10:48,android,B70290,G6164,E076,LinkedIn,,TRUE
18949,11/15/2020 10:41,android,B70290,G6164,G8444,YOUTUBE,,
23588,11/15/2020 12:28,android,B70413,E0587,B14790,facebook,,TRUE
23534,11/15/2020 12:26,android,B70413,E0587,B18862,LinkedIn,,TRUE
23131,11/15/2020 12:15,android,B70413,E0587,B21895,google,,TRUE
23280,11/15/2020 12:19,android,B70413,E0587,B21895,Google,TRUE,TRUE
23063,11/15/2020 12:13,android,B70413,E0587,B23283,google,,
22262,11/15/2020 11:54,android,B70413,E0587,B32175,Google,,TRUE
22276,11/15/2020 11:55,android,B70413,E0587,B8252,LinkedIn,,TRUE
22359,11/15/2020 11:57,android,B70413,E0587,D0425,Google,,
23419,11/15/2020 12:23,android,B70413,E0587,F4646,linkedin,TRUE,
22750,11/15/2020 12:05,android,B70413,E0587,G1467,LinkedIn,TRUE,
21977,11/15/2020 11:48,android,B70413,E0587,I365,FACEBOOK,,
22095,11/15/2020 11:51,android,B70413,E0587,I365,linkedin,TRUE,
44202,11/15/2020 20:08,android,B70438,I8455,B13763,YOUTUBE,,TRUE
23887,11/15/2020 12:36,android,B70450,C6190,H0499,youtube,TRUE,TRUE
23970,11/15/2020 12:38,android,B70450,C6190,H0499,linkedin,,
24064,11/15/2020 12:41,android,B70450,C6190,H0499,YOUTUBE,TRUE,TRUE
22819,11/15/2020 12:06,android,B70450,C6190,J2183,linkedin,TRUE,
23578,11/15/2020 12:27,android,B70450,C6190,J2183,FACEBOOK,TRUE,TRUE
23947,11/15/2020 12:38,android,B70450,C6190,J2183,GOOGLE,TRUE,
24054,11/15/2020 12:40,android,B70450,C6190,J2183,facebook,,TRUE
23858,11/15/2020 12:35,android,B70474,G432,F5113,YOUTUBE,TRUE,TRUE
25694,11/15/2020 13:28,android,B70478,C9253,F2415,Google,,TRUE
27633,11/15/2020 14:17,android,B705,B6786,B19983,GOOGLE,TRUE,
38042,11/15/2020 18:13,android,B7051,J1806,E0001,FACEBOOK,TRUE,
36831,11/15/2020 17:51,android,B70526,G2325,B11376,Youtube,,
13646,11/15/2020 9:02,android,B70533,E9971,E7863,Google,TRUE,TRUE
13909,11/15/2020 9:07,android,B70533,E9971,E7863,LinkedIn,TRUE,
13542,11/15/2020 9:00,android,B70533,E9971,G8814,FACEBOOK,,
5238,11/15/2020 2:00,android,B70538,F9706,G5733,youtube,TRUE,TRUE
5172,11/15/2020 1:57,android,B70538,F9706,H2955,Google,,
9059,11/15/2020 6:55,android,B7054,E7996,D0048,youtube,,
8995,11/15/2020 6:53,android,B7054,E7996,D1638,LinkedIn,,
9108,11/15/2020 6:57,android,B7054,E7996,D1638,Google,,TRUE
9326,11/15/2020 7:06,android,B7054,E7996,D1638,Youtube,,
8846,11/15/2020 6:46,android,B7054,E7996,E4570,Google,,TRUE
9358,11/15/2020 7:07,android,B7054,E7996,E4570,GOOGLE,TRUE,TRUE
9387,11/15/2020 7:08,android,B7054,E7996,E5151,Youtube,TRUE,
24777,11/15/2020 13:01,android,B706,B0630,E0001,google,TRUE,
13651,11/15/2020 9:02,android,B70675,G0053,B25739,Google,,
13672,11/15/2020 9:03,android,B70675,G0053,I6831,YOUTUBE,TRUE,TRUE
13686,11/15/2020 9:03,android,B70675,G0053,I6831,google,,
13692,11/15/2020 9:03,android,B70675,G0053,I6831,facebook,,TRUE
13732,11/15/2020 9:04,android,B70675,G0053,I6831,FACEBOOK,,TRUE
13927,11/15/2020 9:07,android,B70675,G0053,I6831,google,,TRUE
27995,11/15/2020 14:27,android,B70683,I6514,E25,linkedin,TRUE,TRUE
34749,11/15/2020 17:00,android,B70712,I5971,I860,FACEBOOK,,
7901,11/15/2020 5:58,android,B70720,H7107,B30300,GOOGLE,,TRUE
7887,11/15/2020 5:57,android,B70720,H7107,D3394,GOOGLE,,TRUE
7863,11/15/2020 5:55,android,B70720,H7107,G9928,linkedin,,TRUE
5461,11/15/2020 2:11,android,B70816,J0035,B13978,linkedin,,
5487,11/15/2020 2:12,android,B70816,J0035,B13978,facebook,TRUE,
5471,11/15/2020 2:11,android,B70816,J0035,B28962,youtube,TRUE,
5393,11/15/2020 2:07,android,B70816,J0035,C546,YOUTUBE,,TRUE
5433,11/15/2020 2:09,android,B70816,J0035,C546,facebook,TRUE,
10651,11/15/2020 7:48,android,B70862,H2304,B17667,linkedin,TRUE,TRUE
4646,11/15/2020 1:35,android,B71059,B5603,B06244,Google,TRUE,
4746,11/15/2020 1:38,android,B71059,B5603,B06244,GOOGLE,,
5142,11/15/2020 1:55,android,B71059,B5603,B25129,YOUTUBE,,
4950,11/15/2020 1:47,android,B71059,B5603,B6627,facebook,TRUE,
4831,11/15/2020 1:42,android,B71059,B5603,E035,LinkedIn,,TRUE
5255,11/15/2020 2:00,android,B71059,B5603,F4627,Youtube,,
4896,11/15/2020 1:45,android,B71059,B5603,I9262,FACEBOOK,TRUE,
45983,11/15/2020 20:41,android,B71140,B5442,B07443,YOUTUBE,TRUE,
46288,11/15/2020 20:45,android,B71140,B5442,B18874,Youtube,TRUE,TRUE
46189,11/15/2020 20:44,android,B71140,B5442,C0331,facebook,,TRUE
1109,11/15/2020 0:17,android,B71224,J868,F0623,facebook,TRUE,TRUE
1635,11/15/2020 0:24,android,B71224,J868,F0623,Youtube,TRUE,
1727,11/15/2020 0:26,android,B71224,J868,F0623,FACEBOOK,TRUE,
19052,11/15/2020 10:43,android,B71259,D8765,B00524,YOUTUBE,,TRUE
19260,11/15/2020 10:48,android,B71259,D8765,B08070,google,TRUE,
19067,11/15/2020 10:44,android,B71259,D8765,B20442,FACEBOOK,,TRUE
19178,11/15/2020 10:46,android,B71259,D8765,B24222,Google,TRUE,
17587,11/15/2020 10:15,android,B71259,D8765,D0152,YOUTUBE,TRUE,
17716,11/15/2020 10:17,android,B71259,D8765,D0152,GOOGLE,TRUE,
18179,11/15/2020 10:25,android,B71259,D8765,D0152,FACEBOOK,,TRUE
17434,11/15/2020 10:13,android,B71259,D8765,E4369,YOUTUBE,TRUE,
18350,11/15/2020 10:28,android,B71259,D8765,E4369,linkedin,TRUE,TRUE
18407,11/15/2020 10:30,android,B71259,D8765,E4369,FACEBOOK,,TRUE
18435,11/15/2020 10:30,android,B71259,D8765,F3223,GOOGLE,TRUE,TRUE
19057,11/15/2020 10:44,android,B71259,D8765,F4464,LinkedIn,,
18090,11/15/2020 10:23,android,B71259,D8765,G936,Youtube,,
24939,11/15/2020 13:06,android,B71340,C2015,B6627,GOOGLE,,
24677,11/15/2020 12:59,android,B71340,C2015,C9402,linkedin,TRUE,
24963,11/15/2020 13:07,android,B71340,C2015,F819,facebook,TRUE,TRUE
25044,11/15/2020 13:10,android,B71340,C2015,F819,FACEBOOK,,
